IE_XML_ID;IE_NAME;IP_PROP19;IP_PROP20;IP_PROP34
500;WVP 10 Adv стеклоочиститель профессиональный;;0;1.633-560.0
501;Каналопромывочный шланг 30 метров с вращ. форсункой;;0;
502;Фильтр 1 дюйм;;0;
503;Каналопромывочный шланг 25 метров с форсункой 1*3 с боем вперед-назад;;0;
504;Каналопромывочный шланг 10 метров с форсункой 1*3 с боем вперед-назад;;0;
505;Каналопромывочный шланг 30 метров с форсункой 1*3 с боем вперед-назад;;0;
506;Шланг высокого давления двухоплеточный 30 метров диаметр 8 мм;;0;
507;Шланг высокого давления двухоплеточный 25 метров диаметр 8 мм;;0;
510;Экспресс-полироль для кузова Complex LUXE (0,5 л) ;;0;LUXE 0,5	
512;Мешки Rein, из нетканого материала T 12;;0;0.001-496
513;"Мeшo&#312;и Rein, из нетканого материала MV 2, WD 2";;0;0.001-497
514;Мешки Rein, из нетканого материала VC 6;;0;0.001-498
515;Мешки Rein, из нетканого материала T 7/1, T 9/1, T 10;;0;0.001-499
516;Мешки Rein, из нетканого материала T 15/1, 17/1;;0;0.001-507
517;Мешки Rein, из нетканого материала MV 3, WD 3, SE 4001-4002;;0;0.001-508
518;Мешки Rein, из нетканого материала NT 27/1;;0;0.001-535   
521;Пенная насадка LS-3 с латунным наконечником для Bosch (до 2013г) для моек Bosch;;0;Chris BOSCH Me
522;Пенная насадка LS-3 с пластиковым наконечником для Bosch (после 2013г) для моек Bosch;;0;Chris BOSCH пл
523;Шланг высокого давления (7,5 метров) для прочистки канализации с пластиковым наконечником для моек Bosch;;0;
524;Шланг высокого давления для прочистки канализации 15 м с пластиковым наконечником для моек Bosch;;0;
525;Шланг высокого давления для прочистки канализации 7,5 м с латунным наконечником для моек Bosch;;0;
526;Шланг высокого давления на 15 метров для прочистки канализации с латунным наконечником для моек Bosch;;0;
527;Комплект пескоструйный с латунным наконечником для Bosch (до 2013 г) для моек Bosch;;0;
528;Комплект пескоструйный с пластиковым наконечником для Bosch (после 2013 г) для моек Bosch;;0;
529;Шланг высокого давления для Bosch 10 м гайка М22х1,5 - гайка М22х1,5 для моек Bosch;;0;
530;Сеточка запенивающая для моек;;0;
531;Пенная насадка LS-3 с латунным наконечником для моек Stihl;;0;Chris Stihl
532;Шланг высокого давления для прочистки канализаций 7,5 м с латунным наконечником для моек Stihl;;0;
533;Шланг высокого давления для прочистки канализации 15 м с латунным наконечником для моек Stihl;;0;
534;Комплект пескоструйный с латунным наконечником для моек Stihl;;0;
535;Шланг высокого давления 10 м гайка М22х1,5 - гайка М22х1,5 для моек Stihl;;0;
536;Пенная насадка LS-3 с латунным наконечником для мойки высокого давления Elitech;;0;Chris Elitech
537;Пенная насадка LS-3 с латунным наконечником для мойки высокого давления Lavor;;0;Chris Lavor
538;Пенная насадка LS-3 с латунным наконечником для мойки высокого давления Kranzle;;0;Chris Comet
539;Пенная насадка LS-3 с латунным наконечником для мойки высокого давления Nilfisk-Alto;;0;Chris Nilfisk-Alto
540;Шланг высокого давления для прочистки канализаций 7,5 м с латунным наконечником для мойки высокого давления Elitech;;0;
541;Шланг высокого давления для прочистки канализаций 15 м с латунным наконечником для мойки высокого давления Elitech;;0;
542;Шланг высокого давления для прочистки канализации 7,5 м с латунным наконечником для мойки высокого давления Lavor;;0;
543;Шланг высокого давления для прочистки канализации 15 м с латунным наконечником для мойки высокого давления Lavor;;0;
544;Шланг высокого давления для прочистки канализаций 7,5 м с латунным наконечником для мойки высокого давления Kranzle;;0;
545;Шланг высокого давления для прочистки канализаций 15 м с латунным наконечником для мойки высокого давления Kranzle;;0;
546;Шланг высокого давления для прочистки канализаций 7,5 м с латунным наконечником для мойки высокого давления Nilfisk Alto;;0;
547;Шланг высокого давления для прочистки канализаций 15 м с латунным наконечником для мойки высокого давления Nilfisk Alto;;0;
548;Шланг высокого давления 10 м гайка М22х1,5 - гайка М22х1,5 для мойки высокого давления;;0;
549;Комплект пескоструйный с латунным наконечником для Elitech;;0;
550;Комплект пескоструйный с латунным наконечником для мойки высокого давления Lavor;;0;
551;Комплект пескоструйный с латунным наконечником для мойки высокого давления Kranzle;;0;
552;Комплект пескоструйный с латунным наконечником для мойки высокого давления Nilfisk-Alto;;0;
553;Пенная насадка LS-3 с пластиковым наконечником для Karcher;;0;Chris pla
554;Пенная насадка LS-3 с латунным наконечником для моек Karcher;;0;Chris Ме
555;Сеточка запенивающая для АВД;;0;
556;Шланг высокого давления (10 метров) для мойки Karcher. Штуцер NEW;;0;Chris N N 10м
557;Шланг высокого давления для Karcher 10м гайка М22х1,5 - штуцер М22х1,5;;0;Chris Г Ш(М22) 10м
558;Шланг высокого давления для Karcher 10 м Гайка М22х1,5 - штуцер d=10;;0;Chris ГШ 10м
559;Шланг высокого давления для Karcher 10 м гайка М22х1,5;;0;Chris ГГ 10м
560;Шланг высокого давления для Karcher 10 м штуцер NEW - штуцер NEW поворотный;;0;Chris N Nпов 10м
561;Шланг высокого давления для прочистки канализаций 7,5 м с пластиковым наконечником для Karcher;;0;
562;Шланг высокого давления для прочистки канализаций 15 м с пластиковым наконечником для Karcher;;0;
563;Шланг высокого давления для прочистки канализаций 7,5 м с металлическим наконечником для Karcher;;0;
564;Шланг высокого давления для прочистки канализаций 15 м с металлическим наконечником для Karcher;;0;
566;Комплект пескоструйный с латунным наконечником для мойки Karcher;;0;
567;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 10 м штуцер NEW - штуцер NEW;;0;
568;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 15 м штуцер NEW - штуцер NEW;;0;
569;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 20 м штуцер NEW - штуцер NEW;;0;
570;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 10 м штуцер NEW - штуцер NEWпов;;0;
571;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 15 м штуцер NEW - штуцер NEWпов;;0;
572;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 20 м штуцер NEW - штуцер NEWпов;;0;
573;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 10 м штуцер NEW - штуцер NEW;;0;
574;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 15 м штуцер NEW - штуцер NEW;;0;
575;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 20 м штуцер NEW - штуцер NEW;;0;
576;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 10 м штуцер NEW - штуцер NEWпов;;0;
577;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 15 м штуцер NEW - штуцер NEWпов;;0;
578;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 20 м штуцер NEW - штуцер NEWпов;;0;
579;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 10 м штуцер NEW - гайка М22х1,5;;0;
580;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 15 м штуцер NEW - гайка М22х1,5;;0;
581;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 20 м штуцер NEW - гайка М22х1,5;;0;
582;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 10 м штуцер NEW - гайка М22х1,5;;0;
583;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 15 м штуцер NEW - гайка М22х1,5;;0;
584;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 20 м штуцер NEW - гайка М22х1,5;;0;
585;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 10 м штуцер NEWпов - гайка М22х1,5;;0;
586;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 15 м штуцер NEWпов - гайка М22х1,5;;0;
587;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 20 м штуцер NEWпов - гайка М22х1,5;;0;
588;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 10 м штуцер NEWпов - гайка М22х1,5;;0;
589;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 15 м штуцер NEWпов - гайка М22х1,5;;0;
590;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 20 м штуцер NEWпов - гайка М22х1,5;;0;
591;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 10 м штуцер d=10 - гайка М22х1,5;;0;
592;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 15 м штуцер d=10 - гайка М22х1,5;;0;
593;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 20 м штуцер d=10 - гайка М22х1,5;;0;
594;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 10 м штуцер d=10 - гайка М22х1,5;;0;
595;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 15 м штуцер d=10 - гайка М22х1,5;;0;
596;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 20 м штуцер d=10 - гайка М22х1,5;;0;
598;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 15 м гайка М22х1,5 - гайка М22х1,5;;0;
599;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 20 м гайка М22х1,5 - гайка М22х1,5;;0;
600;Шланг высокого давления резиновый DN8 однооплеточный для Karcher 10 м гайка М22х1,5 - гайка М22х1,5;;0;
601;Шланг высокого давления резиновый DN8 однооплеточный для Karcher 15 м гайка М22х1,5 - гайка М22х1,5;;0;
602;Шланг высокого давления резиновый DN8 однооплеточный для Karcher 20 м гайка М22х1,5 - гайка М22х1,5;;0;
603;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 10 м гайка М22х1,5 - гайка М22х1,5;;0;
604;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 15 м гайка М22х1,5 - гайка М22х1,5;;0;
605;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 20 м гайка М22х1,5 - гайка М22х1,5;;0;
606;Шланг высокого давления резиновый DN8 двухоплеточный для Karcher 10 м гайка М22х1,5 - гайка М22х1,5;;0;
607;Шланг высокого давления резиновый DN8 двухоплеточный для Karcher 15 м гайка М22х1,5 - гайка М22х1,5;;0;
608;Шланг высокого давления резиновый DN8 двухоплеточный для Karcher 20 м гайка М22х1,5 - гайка М22х1,5;;0;
609;Пенная насадка LS-3 (Premium) вход М22х1,5г EASY!Lock для профессионального Karcher;;0;Chris М22х1,5
610;Пенная насадка LS-3 с ниппелем типа ARS для быстроразъемного соединения к аппарату высокого давления Керхер;;0;Chris ARS 350
611;Комплект пенный для Karcher: пенная насадка LS-3 с байонетом + переходники для проф. пистолета (ARS) к мойке Керхер;;0;Chris компл ARS
612;Пенная насадка LS-3 с наконечником KW для быстроразъемного соединения к аппарату высокого давления Керхер;;0;Chris WAP/ALTO
613;Комплект пенный для АВД Karcher: пенная насадка LS-3 с байонетом + переходники для проф. пистолета (KW);;0;Chris компл KW
615;Шланг высокого давления для АВД Karcher 10м гайка М22х1,5 - штуцер М22х1,5;;0;
616;Шланг высокого давления для прочистки канализаций 7,5 м с наконечником ARS для профессионального Karcher;;0;
617;Шланг высокого давления для прочистки канализаций 15 м с наконечником ARS для профессионального Karcher;;0;
618;Шланг высокого давления для прочистки канализаций 15 м с наконечником KW для профессионального Karcher;;0;
619;Шланг высокого давления для прочистки канализаций 7,5 м с наконечником KW для профессионального Karcher;;0;
620;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 10 м гайка М22х1,5 - гайка М22х1,5 к АВД Крехер;;0;
621;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 15 м гайка М22х1,5 - гайка М22х1,5 к АВД Крехер;;0;
622;Шланг высокого давления резиновый DN6 однооплеточный для Karcher 20 м гайка М22х1,5 - гайка М22х1,5 к АВД Крехер;;0;
623;Шланг высокого давления резиновый DN8 однооплеточный для Karcher 15 м гайка М22х1,5 - гайка М22х1,5 к АВД Крехер;;0;
624;Шланг высокого давления резиновый DN8 однооплеточный для Karcher 20 м гайка М22х1,5 - гайка М22х1,5 к АВД Крехер;;0;
625;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 10 м гайка М22х1,5 - гайка М22х1,5 к АВД Крехер;;0;
626;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 15 м гайка М22х1,5 - гайка М22х1,5 к АВД Крехер;;0;
627;Шланг высокого давления для АВД Karcher 10 м гайка М22х1,5 - гайка М22х1,5;;0;
628;Шланг высокого давления резиновый DN8 однооплеточный для Karcher 10 м гайка М22х1,5 - гайка М22х1,5 к АВД Крехер;;0;
629;Шланг высокого давления резиновый DN6 двухоплеточный для Karcher 20 м гайка М22х1,5 - гайка М22х1,5 к АВД Крехер;;0;
630;Шланг высокого давления резиновый DN8 двухоплеточный для Karcher 10 м гайка М22х1,5 - гайка М22х1,5 к АВД Крехер;;0;
631;Шланг высокого давления резиновый DN8 двухоплеточный для Karcher 20 м гайка М22х1,5 - гайка М22х1,5 к АВД Крехер;;0;
632;Шланг высокого давления резиновый DN8 однооплеточный для Karcher 10 м гайка М22х1,5 - штуцер d=11 к АВД Крехер;;0;
633;Шланг высокого давления резиновый DN8 однооплеточный для Karcher 15 м гайка М22х1,5 - штуцер d=11 к АВД Крехер;;0;
634;Шланг высокого давления резиновый DN8 однооплеточный для Karcher 20 м гайка М22х1,5 - штуцер d=11 к АВД Крехер;;0;
635;Шланг высокого давления резиновый DN8 двухоплеточный для Karcher 10 м гайка М22х1,5 - штуцер d=11 к АВД Крехер;;0;
636;Шланг высокого давления резиновый DN8 двухоплеточный для Karcher 15 м гайка М22х1,5 - штуцер d=11 к АВД Крехер;;0;
637;Шланг высокого давления резиновый DN8 двухоплеточный для Karcher 20 м гайка М22х1,5 - штуцер d=11 к АВД Крехер;;0;
638;Комплект пескоструйный с наконечником KW для профессионального АВД Karcher;;0;
639;Комплект пескоструйный с наконечником ARS для профессионального АВД Karcher;;0;
640;Пистолет 44004 с байонетом KW для АВД Karcher;;0;
641;Пистолет 44004 с байонетом ARS для АВД Karcher;;0;
642;Пистолет 44002 с байонетом KW для АВД Karcher;;0;
643;Пистолет 44002 с байонетом ARS для АВД Karcher;;0;
644;Пистолет 43003 с байонетом KW для АВД Karcher;;0;
645;Пистолет 43003 с байонетом ARS для АВД Karcher;;0;
646;Пистолет 43001 с байонетом KW для АВД Karcher;;0;
647;Шланг высокого давления для Karcher 10 м гайка М22х1,5 - штуцер NEW;;0;Chris Г N 10м
648;Пистолет 43001 с байонетом ARS к АВД Karcher;;0;
649;Мешки Rein, из нетканого материала SE 5.100. MV 2 Premium,WD 2.400/2.500;;0;0.001-492 
650;Мешки Rein, из нетканого материала MV 4-MV 6, WD 5.000-5.999;;0;0.001-530 
651;Фильтр защиты мотора DS 5500/5600;;0;AP3004
652;Фильтр плоский NT 361, 35/1, 45/1, 55/1;;0;АP3001
653;Авто-шампунь Mirlexx Active Foam 1,2 кг (красная);;0;
654;Авто-шампунь Mirlexx Active Foam 5,5 кг (красная);;0;
655;Авто-шампунь Mirlexx Active Foam 12 кг (красная);;0;
656;Авто-шампунь Mirlexx Active Foam 24 кг (красная);;0;
657;Двойная Mirlexx Double Foam 5,5 кг;;0;
658;Двойная Mirlexx Double Foam 12 кг;;0;
659;Двойная Mirlexx Double Foam 24 кг;;0;
660;Mirlexx моющее Химчистка салона Active Cleaner 500 мл;;0;
661;Авто-шампунь Mirlexx Daily Foam 5,5 кг (синяя);;0;
662;Авто-шампунь Mirlexx Daily Foam 24 кг (синяя);;0;
663;Авто-шампунь Mirlexx Motor Foam 1,2  кг;;0;
664;Авто-шампунь Mirlexx Motor Foam 5.5 кг;;0;
665;Химчистка салона UniClean  (5 л);;0;
666;Средство для чернения резины FS-Black Shine (1 л);;0;
667;Средство для чернения резины FS-Black Shine (0,5 л);;0;
668;Средство для бесконтактной мойки FS жидкий тефлон (1 л);;0;
669;"Полироль-очиститель пластика Polyrol Matte матовый блеск (1 л) с ароматом ""Ваниль""";;0;
670;Жидкий воск FS  - Vosk (малина) - (1 л);;0;
671;Средство для бесконтактной мойки FS-GEL (5 л);;0;
672;Средство для бесконтактной мойки FS-GEL (1 л);;0;
673;Средство для бесконтактной мойки FS жидкий тефлон (5 л);;0;
674;Жидкий воск FS  - Vosk  (5 л) ;;0;
675;"Губка ""Кузов"" желтая крупнопористая ";;0;
676;Салфетка для стекла, микрофибра Vortex;;0;
677;Микрофибра для стекла ULTRA Vortex;;0;
678;Перфорированная салфетка замша  ;;0;
679;Суперпрочная салфетка микрофибра Vortex ;;0;
680;Ультрамягкая салфетка микрофибра Vortex;;0;
682;Karcher SI 4 + Iron Kit гладильная система;;0;1.512-410.0
683;Мешок синтетический ROCK professional К30 для пылecoca КАRСНЕR СV 30,СV 48;;0;К30
684;"Мнoгopaзoвый мeшo&#312; ROCK professional ZІР-K 30  для Кarcher СV30, СV 38";;0;ZIP-К30
685;"Флиcoвыe фильтp-мeш&#312;и ROCK professional К6 для пылecoca КАRСНЕR Т 7/1, Т9/1";;0;K6
686;"Мeшo&#312; мнoгopaзoвый ROCK professional ZІР-К6 для пылecoca КАRСНЕR Т7, Т10 - 1 штy&#312;a";;0;ZIP-К6
687;"Синтeтичec&#312;иe мeш&#312;и ROCK professional К8 для пылecoca КАRСНЕR Т15/1, Т17/1";;0;K8
688;" Мнoгopaзoвый мeшo&#312; ROCK professional ZІР-К8 для пылecoca КАRСНЕR Т15, Т17";;0;ZIP-К8
689;"Синтeтичec&#312;иe мeш&#312;и ROCK professional К11 для пылecoca КАRСНЕR NТ35, NТ360, NТ361";;0;K11
690;" Мнoгopaзoвый мeшo&#312; МАХХ РОWЕR ZІР-К11 для пылecoca КАRСНЕR NТ27, NТ35, NТ 361";;0;ZIP-К11
691;"Мнoгopaзoвый мeшo&#312; МАХХ РОWЕR ZІР-К13  для пылecoca КАRСНЕR 30/1 Тасt Те L";;0;ZIP-К13
692;RОСК рrоfеѕѕіоnаl НМF35 НЕРА фильтp;;0;HMF35
693;Karcher VC 2 пылесос;;0;1.198-105.0
694;Karcher DS 6 пылесос с аквафильтром;;0;1.195-220.0
695;Karcher FC 3 Cordless аппарат для влажной уборки пола;;0;1.055-301.0
696;Karcher RC 3 робот пылесос;;0;1.198-203.0
697;Karcher FP 303  *EU Полотер;;0;1.056-820.0
699;Шланг высокого давления для прочистки канализаций 10 м с пластиковым наконечником для Karcher;;0;
700;Матовая полироль-очиститель для пластиковых, кожаных изделий POLITURA (1л) Бабл Гам					;;0;POLITURA 1
701;Глянцевая полироль-очиститель для пластиковых, кожаных изделий POLITURA GLOSS (0,5л) Вишня					;;0;POLITURA GLOSS 0,5 виш.
702;Глянцевая полироль-очиститель для пластиковых, кожаных изделий POLITURA GLOSS (1л) Вишня					;;0;POLITURA GLOSS 1
703; Фильтр упакованный HEPA 13 VC 2;;0;2.863-237.0
704; Турбощетка;;0;4.130-177.0
705;Турбонасадка для мягкой мебели;;0;2.903-001.0
706;Насадка для матрасов;;0;6.906-755.0
707;Боковые щетки набор (RC3);;0;2.863-278.0
708;Фильтр набор (RC3);;0;2.863-279.0
709;Средство для общей чистки твердых напольных покрытий RM 533;;0;6.295-775.0
710;Круглые полировальные пады;;0;2.863-193.0
711; Полировальные пады для лакированного паркета / ламината;;0;2.863-197.0
712; Полировальные пады для камня / линолеума;;0;2.863-198.0
713;Комплект желтых роликовых щеток ;;0;2.055-006.0
716;Комплект серых роликовых щеток;;0;2.055-007.0
717;Средство для уборки каменных полов RM 537;;0;6.295-943.0
719;Боковая щетка ;;0;2.644-026.0
720; Микроволоконная обтяжка;;0;2.633-100.0
721;RM 500 концентрат чистящего средства для стекол;;0;6.295-796.0
722;Всасывающая насадка (170 мм);;0;2.633-002.0
723;Концентрат чистящего средства RM 503 для окон;;0;6.295-840.0
725;Комплект микроволоконных обтяжек для ручной насадки;;0;2.863-270.0
726;Комплект круглых щеток;;0;2.860-231.0
727;Боковая щетка к подметальной машине;;0;6.966-005.0
728;Стандартная цилиндрическая щетка;;0; 6.906-041.0
729;Сменный фильтрующий элемент;;0;5.731-642.0
730;МК клещей для крупногабаритного мусора;;0;2.640-908.0
731; Роликовая щетка жесткая;;0;6.906-885.0
732;Мягкая боковая щетка;;0;6.905-626.0
733;Картридж фильтра KM 75/40 W;;0;5.731-635.0
734;Боковая щетка жесткая;;0;6.905-625.0
735;Очиститель от следов скотча, наклеек, маркера, жевательной резинки ANTISTICK 0,5 л;;0;ANTISTICK 0,5
736;Очиститель от следов скотча, наклеек, маркера, жевательной резинки ANTISTICK  5л;;0;ANTISTICK 5 л
737;Индустриальный обезжириватель FORTIS 1л;;0;FORTIS 1л
738;Индустриальный обезжириватель FORTIS 5 л;;0;FORTIS 5 л
739;Cредство для удаления следов резины с напольных покрытий DESTEP 1л;;0;DESTEP 1л
740;Cредство для удаления следов резины с напольных покрытий DESTEP 5л;;0;DESTEP 5л
741; Жесткая щеточная насадка;;0;2.863-146.0
742;RM 519 cредство для влажной очистки ковров ;;0;6.295-771.0
743;Шланг ВД каналопромывочный однооплёточный, 06 мм, 15m (Керхер пл - форсунка 1*3 с боем вперед, 035);;0;К 6/1 Керхер пл - 3/1 (035) 15
744;HD 9/23 G  мойка высокого давления;;0;1.187-906.0
745;Шланг ВД каналопромывочный однооплёточный, 06 мм, 15m (Керхер пл - форсунка вращающаяся, 035;;0;К 6/1 Керхер пл - вращ (035) 15
746;Шланг ВД каналопромывочный однооплёточный, 06 мм, 15m (Керхер Ме - форсунка вращающаяся, 035;;0;К 6/1 Керхер Ме- вращ (035) 15
747;Шланг ВД каналопромывочный однооплёточный, 06 мм, 15m (Керхер Ме - форсунка 3/1), 035;;0;К 6/1 Керхер Ме- 3/1 (035) 15
748;Шланг ВД каналопромывочный однооплёточный, 06 мм, 10m (Керхер Ме - форсунка 3/1), 035;;0;К 6/1 Керхер Ме- 3/1 (035) 10
749;Шланг ВД каналопромывочный однооплёточный, 06 мм, 10m (Керхер Ме - форсунка вращ), 035;;0;К 6/1 Керхер Ме- вращ (035) 10
750;Шланг ВД каналопромывочный однооплёточный, 06 мм, 10m (Керхер пл- форсунка вращ), 035;;0;К 6/1 Керхер пл- вращ (035) 10
751;Шланг ВД каналопромывочный однооплёточный, 06 мм, 10m (Керхер пл- форсунка 3/1), 035;;0;К 6/1 Керхер пл- 31(035) 10
752;Активное пенообразующее средство CP 940;;0;6.295-519.0
753; Интенсивное средство для общей чистки RM 750 (без НТА);;0;6.295-539.0
754; LED-фонарик для струйной трубки;;0;2.680-002.0
755;Адаптер 1 M22AG-TR22AG;;0;4.111-029.0
756; Жидкий воск RM 821;;0;6.295-084.0
757;Гель для чистки фасадов RM 43;;0;6.295-447.0
758; Адаптер 2 M22IG-TR22AG;;0;4.111-030.0
759;Адаптер для замены TR22IG-M22AG Ersatz;;0;4.111-046.0
760;Водоумягчительная установка WS 50;;0;6.368-463.0
761;Приспособление iSolar 400  для очистки солнечных батарей;;0;6.368-456.0
762;Мобильный водоумягчитель WS 100;;0;6.368-464.0
763;WR 20 трапецеидальная резьба;;0;2.114-014.0
764;WR 100 ;;0;2.114-015.0
765;WR 10 ;;0;2.114-016.0
766;FRV 30 Me для очистки поверхностей;;0;2.642-911.0
767;FRV 50 Me приспособлению для очистки поверхностей;;0;2.643-598.0
769;Средство для чистки поверхностей CA 30 C (5 л);;0;6.295-682.0
770;Средство для чистки поверхностей CA 30 C (1 л);;0;6.295-681.0
771;Средство для уборки полов CA 50 C (5 л);;0;6.295-684.0
772; Средство для очистки стекол CA 40 R (готовое к применению) ;;0;6.295-687.0
773; Средство для очистки стекол CA 40 R (5 л) ;;0;6.295-688.0
774; Средство для уборки в санузлах CA 20 R (0,5 л);;0;6.295-685.0
775;Муфта;;0;4.403-002.0
776;Шланг DN 6, 10м;;0;6.391-238.0
777; Шланг высокого давления, 10 м, НД 8, 315 бар, удлинительный;;0;6.391-342.0
778;Шланг высокого давления, 15 м, НД 8, 315 бар, с вращающейся муфтой;;0;6.390-010.0
779; Шланг DN 8, 10 м ;;0;6.390-025.0
780;Струйная трубка, 600 мм, поворотная;;0;4.760-664.0
781;Пистолет под штуцер Easy Press;;0;4.775-463.0
782;Пистолет Easy Press M 22 x 1,5;;0;4.775-466.0
783;Фильтр тонкой очистки воды с адаптером;;0;4.730-102.0
784;Пенная насадка Керхер -  трубка для пенной чистки с баллоном;;0;6.394-668.0
785;Фильтр-мешки NT 65/2 ECO;;0;6.904-285.0
786;Вставной ниппель;;0;6.401-459.0
787;Быстродействующая муфта;;0;6.401-458.0
788;Муфта резьбовая для электроинструментов, DN 35;;0;5.453-026.0
789; Комплект для автомобиля, C-DN 35;;0;2.862-166.0
790;Плоский складчатый фильтр, бумажный;;0;6.904-283.0
791;Защитные очки для повышения контрастности;;0;6.025-484.0
792;Защитные прозрачные очки;;0;6.025-482.0
793;Защитные очки, солнцезащитное стекло;;0;6.025-483.0
794;Средство для уборки полов CA 50 C;;0;6.295-683.0
795;Средство для уборки в санузлах CA 20 C (5 л);;0;6.295-680.0
796;Средство для уборки в санузлах CA 20 C (1 л);;0;6.295-679.0
797;Средство для общей чистки санузлов CA 10 C ;;0;6.295-678.0
798; Средство для общей чистки санузлов CA 10 C (1 л);;0;6.295-677.0
799;Автомобильный шампунь RM 811 ASF;;0;6.295-439.0
800;Автомобильный шампунь «3 в 1»;;0;6.295-750.0
801;Воск с интенсивным водоотталкивающим эффектом RM 824;;0;6.295-438.0
802;Средство для мойки высоким давлением RM 806;;0;6.295-433.0
803;Средство для аппаратов высокого давления RM 806 (5л) ;;0;6.295-504.0
804;Щелочное активное чистящее средство RM 81, без НТА ;;0;6.295-557.0
805; RM 69, Средство для общей чистки полов (10 л);;0;6.295-120.0
806;Средство для чистки ковров в таблетках CarpetPro RM 760;;0;6.295-850.0
808;Универсальное средство для уборки полов RM 536;;0;6.295-944.0
809;Средство для ухода за вощеными деревянными полами RM 535;;0;6.295-942.0
810;Средство для ухода за лакированными деревянными полами RM 534;;0;6.295-941.0
811;Гель для очистки стекол «3 в 1»;;0;6.295-762.0
812;Средство для чистки мотоциклов «3 в 1»;;0;6.295-763.0
813;Ultra Foam Cleaner «3 в 1»;;0;6.295-744.0
814;Средство для чистки пластмасс «3 в 1» ;;0;6.295-758.0
815;Средство для чистки колесных дисков «3 в 1»;;0;6.295-760.0
816;Средство для чистки древесины «3 в 1»;;0;6.295-757.0
817;RM 527 cредство для пенной чистки (5 л);;0;6.295-603.0
818;RM Порошок для удаления накипи ;;0;6.295-987.0
819;Универсальное чистящее средство;;0;6.295-357.0
820;Набор насадок кистей для уборки автомобиля;;0;2.863-221.0
821; Круглая щетка большая;;0;2.863-022.0
822;Запасные сопла к аксессуарам Karcher;;0;2.643-338.0
823;Запасные сопла к насадке T-Racer;;0;2.643-335.0
824;T 350 T-Racer насадка для плоских поверхностей;;0;2.643-252.0
825;Удлинительный шланг для пароочистителя SC 1;;0;2.863-021.0
826;Комплект для уборки пола EasyFix для SC 1;;0;2.863-268.0
827;Паровой утюг I 6006 желтый;;0;2.863-208.0
828;Фильтр-мешки, бумага;;0;6.904-128.0
829; Переключаемая насадка для пола к хозяйственным пылесосам;;0;2.863-000.0
830;Черная щеточная насадка;;0;2.863-147.0
831;Очиститель колесных дисков ORBIS Complex (0,5л);;0;ORBIS 0,5
832;Средство для мойки авто TIRO TONE Complex (1 л);;0;TIRO TONE 1
834;Нано-средство для сушки, блеска, силикона автомобиля Complex NANO FINISH (5 л);;0;NANO FINISH 5
835;Бумажные фильтр-мешки CV 30/1 - 38/1;;0;6.904-294.0
836;Матерчатый фильтр-мешок;;0;6.904-301.0
837;Плоский складчатый HEPA-фильтр H 12 (CV xx/1);;0;6.414-760.0
838; Фильтр-мешки из нетканого материала, для CV 30/1 - CV 48/2;;0;6.904-305.0
839;Всасывающий шланг с подводкой воды, 2,5 м;;0;6.394-826.0
840;Полировальные пады для вощеного паркета;;0;2.863-196.0
841;Удлиненная щелевая насадка, огнеупорная;;0;2.863-004.0
